certify,approve,speccert,wouldyou,recert,subdisc,college,employ,workenv,workact,yearsmem
1,1,2,3,5,BE,P,E,I,C,10
1,2,2,2,2,CM,M,E,I,P,16
1,1,3,1,2,SR,P,E,A,E,30
2,4,2,2,5,SR,M,S,I,C,2
4,4,4,2,4,BI,P,E,A,P,6
5,5,5,5,5,CM,P,E,A,E,6
1,1,3,1,1,QP,P,E,A,R,12
2,3,1,3,5,EN,P,E,A,E,10
2,5,5,4,2,PE,P,E,A,E,24
1,3,1,3,0,BI,P,E,A,R,6
1,1,5,1,4,BI,P,E,A,R,20
5,4,5,2,5,BI,M,E,I,P,21
4,5,4,4,3,EN,P,E,I,C,17
1,1,2,4,1,SR,P,E,A,E,5
1,1,2,1,1,QP,M,E,I,P,6
2,3,1,1,3,EN,B,I,A,S,2
5,4,3,1,2,BP,M,E,I,C,3
5,5,5,5,5,TH,M,E,A,E,6
4,4,3,4,3,CE,M,E,A,C,8
5,5,5,4,5,BE,P,E,A,E,20
2,2,2,2,2,QP,B,E,I,P,3
2,3,3,2,5,BI,P,E,A,R,16
1,1,5,1,3,BP,P,E,A,R,20
5,5,5,2,5,BP,M,I,A,S,6
5,4,3,2,5,BE,P,E,I,P,2
5,5,5,5,5,CE,P,E,A,E,24
2,2,2,5,3,BI,P,E,A,E,18
5,5,5,5,5,CM,P,E,A,E,25
2,2,5,1,4,BP,M,E,I,C,2
1,1,5,1,5,CM,P,E,I,R,22
1,5,2,2,1,BP,P,E,I,P,5
4,5,5,2,5,BP,P,E,I,P,6
1,1,1,1,1,CE,P,E,A,E,24
1,1,2,1,2,QP,M,S,I,C,10
1,1,1,1,1,BE,B,E,I,C,2
4,2,1,4,5,BI,P,E,G,P,15
1,2,3,1,5,EN,P,E,A,E,13
5,5,5,1,5,PE,P,E,I,C,20
5,5,5,1,1,BA,P,E,A,R,12
1,1,1,2,5,BI,P,E,I,C,18
3,3,5,4,3,EN,P,E,A,R,20
1,1,5,1,2,PE,P,E,A,E,28
5,5,5,5,5,BI,P,E,A,R,38
2,2,5,1,2,BI,P,E,A,R,5
2,0,4,5,2,GV,P,E,G,R,30
4,4,5,2,4,QP,P,S,I,P,1
5,5,5,5,3,PE,M,E,G,P,22
5,5,5,5,5,BI,P,R,I,C,46
1,2,2,1,5,BI,M,E,A,R,1
2,2,5,4,3,PE,P,S,A,C,3
5,5,4,2,1,BE,P,E,A,R,13
3,3,2,1,5,SR,M,I,I,S,1
5,5,5,5,1,PE,M,E,I,C,20
5,5,5,5,5,BI,P,E,A,E,15
2,1,4,1,1,SS,P,E,G,R,15
1,2,5,1,5,EN,P,E,A,E,9
1,1,2,1,2,BP,P,E,I,R,22
5,5,5,5,2,SR,P,E,I,R,10
3,5,5,5,5,MR,N,S,I,C,2
5,5,5,5,0,CM,M,E,G,C,18
2,2,5,4,5,PE,P,E,A,E,4
5,4,5,1,2,BE,P,E,I,R,6
2,2,2,2,2,CM,P,E,G,P,37
1,3,3,5,1,PE,P,R,A,R,20
1,1,1,1,1,QP,M,E,I,C,28
5,5,5,5,5,SS,P,E,A,R,2
3,3,3,1,5,SR,P,E,A,E,1
1,1,1,1,1,EN,P,E,I,C,4
5,4,5,2,5,BE,P,E,I,C,20
5,5,5,5,5,BA,P,E,A,R,30
5,5,5,5,5,TH,P,E,A,R,9
1,2,1,1,5,CM,P,E,A,R,20
2,2,2,1,2,MR,M,E,I,P,2
2,2,1,5,5,PE,P,R,I,C,35
5,5,5,5,0,SR,P,E,A,E,12
1,2,1,1,3,BI,P,E,G,P,21
1,2,5,1,1,BI,P,E,A,E,22
5,5,5,5,5,BI,P,E,I,R,13
2,2,1,1,4,EN,M,E,A,R,2
4,3,4,4,1,GV,B,E,G,P,20
1,2,4,2,2,CM,P,E,A,E,15
5,4,5,5,3,BE,P,E,A,E,8
2,2,2,1,2,SG,P,E,A,R,10
5,5,5,5,2,PE,P,E,I,R,35
1,2,2,2,4,BE,M,U,I,P,1
5,5,5,4,2,BP,M,E,I,C,9
1,1,1,2,5,TH,P,E,A,E,1
2,5,5,2,5,BA,P,E,I,C,2
1,2,1,1,2,GV,M,U,G,C,11
5,5,5,1,2,QP,M,E,I,P,20
5,5,5,2,5,QP,M,E,I,P,21
5,2,5,2,5,SR,P,E,A,E,30
2,2,4,2,2,CE,M,E,I,C,10
4,4,5,4,3,BA,P,E,A,R,8
3,3,5,1,1,BI,P,E,A,R,2
5,5,5,4,5,BI,P,E,I,R,15
1,1,5,1,1,QP,P,E,I,C,30
5,4,3,3,5,BP,P,E,I,R,10
5,5,5,4,5,GV,M,E,G,P,3
3,3,4,3,5,PE,M,E,I,P,20
2,2,2,1,5,BI,M,E,G,P,2
1,2,1,1,5,CM,N,E,I,P,2
2,4,5,2,5,QP,M,S,I,C,1
1,2,1,1,1,CE,M,E,I,E,3
5,5,5,4,5,BI,P,E,G,C,5
1,3,5,2,1,BE,N,E,I,P,1
1,1,1,1,1,CM,M,E,G,C,20
5,5,5,5,5,EN,M,E,G,P,4
2,2,4,4,3,BE,P,E,A,E,40
3,2,5,5,5,BI,P,E,A,R,22
1,2,4,2,5,BI,P,E,G,R,11
3,3,3,2,5,SS,P,E,A,R,1
1,1,2,1,2,CM,M,E,G,E,20
5,5,5,5,5,GV,M,E,I,C,9
3,3,3,1,2,GV,P,E,G,R,15
5,5,3,1,5,BI,P,E,G,P,14
5,5,5,5,5,BE,P,E,G,R,20
3,3,2,2,2,TH,P,E,A,E,1
1,3,1,2,2,BI,P,E,I,R,1
2,2,2,1,2,BI,P,E,A,C,27
5,5,5,3,5,BI,P,E,A,C,6
5,5,5,2,3,EN,M,I,A,S,4
5,5,5,1,1,BI,M,E,I,R,20
5,5,5,5,5,BI,P,E,I,C,23
4,4,3,4,3,BA,P,E,A,E,8
2,5,4,2,5,BI,M,E,I,P,10
1,5,1,4,5,SS,P,E,A,E,20
2,3,3,2,2,QP,B,E,I,C,23
4,5,5,5,2,EN,P,E,I,C,2
5,5,5,5,5,SR,M,E,I,R,15
4,5,5,4,1,SS,P,E,G,R,11
1,1,3,1,5,SR,P,E,A,E,10
5,5,5,5,1,BI,P,E,A,R,3
1,1,5,5,5,BI,P,E,A,R,5
1,1,2,1,3,BI,P,E,A,R,25
1,1,0,2,5,BI,P,E,A,E,8
5,0,5,1,5,BI,M,E,G,P,2
5,5,5,5,3,SR,M,E,I,C,6
3,3,5,3,5,BI,P,E,A,E,21
1,3,2,2,1,CM,P,E,A,R,5
4,3,2,1,2,BI,B,I,A,S,1
5,5,5,5,5,BI,P,E,A,E,16
5,5,5,2,5,BA,P,E,A,E,2
1,1,2,2,2,CE,P,E,I,R,20
5,5,5,5,5,BP,M,E,I,C,2
2,1,5,5,2,TH,P,R,A,E,40
5,5,5,3,5,SR,M,E,G,P,20
5,4,5,5,3,SS,P,E,A,E,1
2,4,3,2,4,CM,M,E,A,E,3
1,2,5,1,2,QP,M,U,I,C,5
1,2,2,2,3,PE,B,I,A,R,1
5,5,5,5,5,SG,M,E,A,R,20
1,1,2,1,1,BE,P,E,A,R,7
1,2,1,1,2,BP,B,S,I,C,30
5,5,5,3,1,CM,P,E,A,E,22
5,5,5,5,5,CM,P,E,A,E,10
5,5,5,5,5,SS,P,E,A,R,20
5,5,5,4,5,BI,P,E,A,R,15
5,5,2,5,5,SR,M,E,G,R,15
2,2,4,2,4,QP,M,E,I,P,8
5,5,5,5,5,SR,P,E,G,R,24
1,1,1,1,1,BP,M,E,I,C,1
1,3,5,1,1,SS,P,E,A,E,42
5,5,5,5,3,EN,P,E,A,E,16
5,5,5,5,5,SS,P,E,I,R,3
5,5,4,5,4,PE,P,E,G,R,25
5,5,5,4,5,GV,M,E,G,P,14
5,5,5,5,5,BI,M,E,A,P,3
1,1,5,5,1,BP,P,E,I,C,15
5,5,1,2,1,PE,P,E,A,R,3
0,5,5,5,5,BE,P,E,A,E,25
5,4,5,2,2,GV,M,E,I,C,12
2,3,2,2,2,PE,P,U,A,R,7
5,0,0,0,0,SS,M,E,G,R,8
2,2,4,1,4,BP,M,E,G,P,2
1,3,3,1,3,GV,M,E,G,P,6
5,2,5,5,5,SS,P,E,A,R,18
5,5,4,5,5,SS,P,E,G,R,35
2,3,2,1,4,BE,M,E,A,E,2
2,3,2,1,5,BI,M,E,I,C,5
1,2,2,2,3,MR,M,E,I,P,1
1,4,1,4,1,QP,B,E,I,C,25
5,5,5,5,5,SR,P,E,A,R,37
5,5,5,1,5,PE,P,E,A,E,30
5,5,5,5,5,BI,M,E,I,C,9
4,4,4,1,2,BI,P,E,A,R,20
5,5,5,2,5,QP,P,E,I,C,14
5,5,5,5,5,BE,P,E,A,R,26
4,5,3,5,2,CE,M,I,A,S,3
5,5,1,5,5,BE,P,E,G,P,30
5,5,5,5,5,BA,P,E,A,E,20
5,5,5,0,5,BI,P,E,I,P,15
2,2,4,2,4,SS,P,E,A,R,1
5,5,5,5,5,BA,P,E,A,R,15
5,5,5,5,5,MR,P,E,I,C,5
5,3,5,5,5,QP,M,E,I,P,17
5,5,5,5,1,CE,P,R,A,E,20
2,3,4,1,4,CM,M,E,I,P,10
2,0,1,1,2,PE,M,E,I,P,20
3,5,2,1,2,PE,P,E,I,P,10
3,3,3,5,2,TH,P,E,A,R,24
2,3,5,5,3,QP,M,U,I,P,23
1,1,5,1,3,BE,P,E,A,E,16
1,5,1,1,2,BI,M,E,I,P,12
2,3,5,2,2,TH,P,E,A,R,15
5,5,5,5,5,BI,P,E,A,R,28
5,5,5,5,5,TH,P,E,A,E,25
1,1,2,2,5,BI,P,E,A,R,12
2,2,1,5,3,QP,P,R,A,E,30
2,2,2,1,4,BA,P,E,I,P,10
5,5,5,3,5,BI,P,E,I,R,27
1,4,2,1,5,BP,M,E,I,P,7
5,5,5,5,5,BE,P,E,I,C,5
1,4,5,4,5,BI,P,E,A,C,15
5,5,5,3,0,BI,P,E,A,R,10
5,5,5,3,3,CE,P,E,A,E,26
1,2,3,1,2,BP,M,E,I,R,10
5,5,5,5,5,GV,B,E,G,P,15
5,5,5,5,5,BI,P,E,A,R,7
5,4,5,3,5,BP,M,E,G,R,9
1,3,4,4,1,SR,P,R,G,C,10
5,5,5,5,5,PE,P,E,G,P,3
5,5,5,5,5,TH,M,E,A,E,5
2,2,1,5,3,BP,P,E,G,C,10
1,2,5,1,3,BI,P,E,G,R,4
1,1,3,2,2,BE,B,E,I,P,2
5,5,5,2,5,BE,M,E,I,C,16
1,1,1,1,2,CM,M,E,I,C,16
5,4,5,4,3,BP,M,E,I,R,3
1,2,5,1,5,BE,P,E,A,E,25
1,2,1,2,3,PE,M,E,I,R,1
1,1,5,1,5,BE,P,E,A,R,5
1,1,5,1,2,EN,P,E,G,C,4
4,5,5,4,5,BP,P,E,I,P,10
1,2,1,3,1,SS,P,E,A,R,2
2,2,2,4,5,QP,P,S,I,C,1
2,3,5,1,3,BE,P,I,I,C,9
5,2,5,1,5,BP,M,E,I,P,12
1,1,5,2,1,BP,P,E,I,R,30
5,3,3,5,3,SR,P,E,I,R,5
5,5,5,2,5,MR,P,S,I,R,15
4,4,5,5,1,BP,P,E,I,P,16
5,5,5,2,3,GV,P,I,A,R,5
3,5,5,3,3,CM,P,S,G,C,22
1,2,2,1,2,QP,B,E,I,P,3
1,3,2,1,2,BP,M,I,A,S,1
4,5,5,4,5,SS,M,E,G,P,12
3,3,5,2,5,BE,M,E,I,P,2
1,1,2,1,4,CM,M,I,I,S,3
5,5,5,5,5,BI,P,E,A,R,15
5,5,5,1,5,EN,P,E,A,R,14
3,2,5,5,5,CE,P,E,A,E,30
5,5,5,2,5,BE,P,E,A,R,3
5,5,4,5,5,SR,P,E,I,P,30
5,5,5,2,5,GV,M,S,G,P,16
2,3,2,3,3,CM,P,E,A,E,2
1,1,5,2,3,PE,P,E,I,R,12
5,5,5,5,3,GV,P,R,A,R,50
2,2,3,2,1,PE,M,E,G,P,1
5,5,5,5,1,BE,P,E,G,R,2
5,5,5,5,5,BP,M,E,I,P,24
1,1,3,1,5,BP,P,E,I,C,9
5,5,5,5,5,EN,P,E,G,R,7
4,4,5,2,3,BI,P,E,I,P,19
2,2,3,2,5,BI,P,E,I,P,20
1,1,2,1,1,BP,P,E,I,R,12
1,1,2,1,5,BA,P,E,I,R,1
5,3,5,1,4,CM,P,E,A,R,30
2,2,5,1,2,CM,P,E,A,E,25
5,5,5,5,5,GV,N,E,G,P,2
5,5,5,4,5,GV,M,E,G,P,8
2,2,2,4,2,BI,M,E,I,R,17
3,5,4,1,2,BE,P,S,I,C,19
5,4,2,3,5,SR,M,E,I,C,18
1,1,1,1,5,BI,M,E,I,C,7
5,0,0,0,0,BI,P,E,A,C,12
2,2,5,1,4,CM,P,E,I,P,15
5,5,5,5,5,BE,P,S,I,P,3
1,1,1,1,2,BI,P,S,A,C,10
5,5,5,5,1,BE,P,E,G,R,10
1,1,2,2,1,GV,B,E,G,P,1
5,5,5,3,5,SR,M,E,G,R,4
1,3,5,1,3,CM,P,E,A,E,30
1,1,5,2,1,BA,M,I,A,S,1
1,1,5,1,2,BE,P,E,I,C,3
5,5,5,5,5,CE,P,E,A,C,14
2,2,4,1,2,BI,P,E,A,E,26
2,2,1,4,1,SG,P,E,A,E,25
2,3,5,1,3,BI,P,E,A,E,30
1,1,1,1,1,SS,P,E,I,P,20
0,0,0,0,0,GV,P,E,G,R,10
1,1,1,3,2,SS,P,E,A,R,1
5,5,5,5,5,GV,P,E,G,P,1
5,5,5,5,5,PE,M,S,I,C,18
5,5,5,1,5,GV,M,E,G,R,3
5,5,5,5,5,PE,P,E,I,R,15
3,1,3,1,5,BP,P,E,I,C,9
2,2,2,1,1,BI,P,E,A,R,11
2,5,2,2,4,SS,M,E,G,R,2
2,2,2,2,5,BP,M,E,I,P,8
1,3,2,1,2,BP,M,E,I,P,7
5,5,5,0,5,EN,P,E,G,R,20
1,3,5,1,1,QP,P,E,A,R,5
2,2,4,4,3,PE,P,E,A,E,25
2,3,5,5,1,QP,N,R,I,P,35
5,4,5,1,1,BE,B,S,I,C,52
5,5,1,2,4,BI,P,S,A,C,4
5,5,5,4,5,BI,P,E,A,E,28
5,5,5,5,1,PE,P,E,A,E,15
2,2,3,4,2,BA,P,E,A,C,5
1,3,1,1,1,BA,P,E,I,C,8
5,4,5,2,4,BP,M,E,I,P,16
2,3,1,2,1,QP,M,S,I,C,40
2,3,5,5,5,BE,P,R,I,P,44
2,2,5,2,2,SS,P,E,I,C,20
1,2,2,1,1,PE,P,E,I,C,28
5,5,5,4,5,PE,P,E,A,E,16
1,3,1,2,2,QP,B,E,I,P,1
5,5,5,1,5,EN,P,E,A,E,30
1,3,3,5,1,BE,P,S,I,C,22
5,5,5,5,2,PE,M,E,I,C,2
5,5,5,5,2,BE,P,I,A,S,1
5,5,5,5,3,SR,M,E,G,R,19
5,5,5,5,5,BP,P,E,A,R,4
1,2,1,1,2,BP,B,E,I,P,2
1,1,1,2,1,BP,P,E,I,C,24
5,5,5,5,3,BE,P,S,A,R,35
3,2,5,1,5,MR,M,S,I,C,35
5,5,5,1,5,BA,P,S,I,C,26
5,5,5,5,5,BI,P,E,A,R,4
1,1,4,1,1,BP,P,S,I,C,40
2,3,2,5,2,GV,M,E,G,R,20
1,1,1,1,5,SS,P,E,A,E,11
5,5,5,5,1,BA,P,E,A,R,10
5,5,5,4,5,BP,P,E,I,P,22
2,5,5,4,5,BP,P,E,I,P,10
5,5,5,1,1,BP,P,E,I,C,12
1,1,1,2,2,BI,M,E,I,P,10
5,5,5,4,5,GV,M,E,G,P,22
1,1,2,1,5,BE,M,E,I,P,3
2,2,5,3,5,PE,P,E,A,R,14
5,5,5,2,2,SS,P,E,G,R,15
1,1,4,1,2,QP,B,E,I,P,2
1,3,1,2,2,QP,M,E,I,P,2
5,5,5,1,1,BI,P,E,I,R,14
5,5,5,1,5,BE,P,E,I,R,2
1,2,2,2,5,BP,P,E,I,R,24
5,5,5,2,1,SS,P,E,A,E,4
4,4,5,2,1,BE,M,E,G,P,21
2,3,4,5,3,GV,B,R,G,P,50
5,5,5,5,5,BE,M,E,I,P,15
5,5,5,2,5,BI,P,E,G,R,15
2,4,4,2,2,BP,M,E,I,P,12
4,5,5,4,5,BI,P,E,G,R,15
1,1,1,1,2,CM,M,E,G,R,5
2,2,2,2,4,BI,P,E,A,E,13
5,5,1,5,5,GV,B,E,G,P,20
5,5,5,2,5,BE,P,E,A,R,30
5,5,2,5,1,BI,P,E,A,P,21
1,2,2,1,2,QP,M,E,I,C,10
5,4,5,5,5,BP,P,E,I,C,14
2,2,2,1,2,BI,P,E,A,R,20
5,5,5,0,0,BI,P,E,A,R,22
1,1,2,1,2,BI,M,E,I,P,13
5,5,5,5,5,BA,P,E,I,R,25
5,5,5,2,0,SS,P,E,I,R,8
5,5,5,5,5,SR,P,E,I,C,2
1,1,1,2,4,BP,P,E,A,R,30
5,5,5,1,5,BI,P,E,A,R,22
5,5,5,2,3,CM,M,U,A,C,9
2,3,1,4,1,PE,M,E,I,P,20
3,3,3,3,3,CE,M,E,A,E,2
5,5,5,5,1,TH,P,R,A,E,6
2,1,2,4,5,PE,P,E,I,C,12
2,2,1,2,5,SR,M,I,A,S,1
1,1,2,1,4,GV,P,E,A,E,25
1,1,2,1,2,QP,P,E,I,P,25
4,4,2,2,2,SS,M,E,A,C,3
2,2,1,4,3,CE,M,E,A,E,4
5,5,5,1,5,BP,M,E,I,C,2
2,1,2,2,1,QP,M,E,I,P,1
5,5,5,5,5,PE,P,E,A,R,12
2,5,5,5,5,BA,P,E,A,R,15
5,3,3,2,5,BI,M,E,A,P,3
2,2,3,5,3,CE,P,R,A,C,40
2,2,5,2,5,PE,P,E,A,R,4
5,5,5,1,1,BA,P,E,I,R,10
2,2,2,2,1,TH,P,E,A,E,20
5,5,5,5,5,GV,M,E,G,R,2
5,4,5,1,1,BP,P,E,I,C,22
1,2,1,5,1,MR,B,E,I,R,4
5,5,5,5,5,TH,P,E,A,R,6
1,2,1,1,2,SR,M,S,I,R,2
5,5,5,5,5,SR,P,E,I,R,2
5,5,5,5,5,SR,M,E,G,P,14
2,2,4,1,2,BP,M,E,I,R,21
2,3,5,2,5,PE,P,E,A,E,16
1,1,3,2,1,BE,M,E,I,P,5
2,2,4,1,1,EN,B,E,I,C,2
5,5,5,5,5,BE,P,E,A,C,20
4,5,3,4,3,PE,P,E,I,C,34
3,3,3,4,3,SR,M,S,I,R,1
2,2,4,1,1,PE,M,E,I,C,15
5,5,5,4,5,SR,M,E,G,R,15
5,5,5,2,5,PE,P,E,I,C,14
4,4,5,2,2,BE,P,E,I,C,26
5,5,5,5,5,BP,P,S,I,C,20
5,5,5,5,5,BE,P,E,A,R,30
5,5,5,2,3,EN,P,E,G,R,8
5,4,3,4,3,BA,P,E,G,R,12
5,5,4,5,5,SR,B,E,I,R,25
1,3,5,2,5,PE,M,E,G,P,12
1,1,2,1,1,BI,P,E,A,C,20
4,4,5,1,5,SR,P,S,I,P,28
5,3,4,4,1,BI,P,E,A,E,27
5,5,5,5,5,BI,P,E,A,C,3
2,2,5,1,1,BI,P,E,A,C,30
2,3,4,1,2,BI,M,I,I,S,5
5,5,5,5,5,BE,M,E,I,P,18
5,4,5,1,3,QP,P,E,I,P,21
2,3,5,1,2,PE,B,S,G,C,35
5,5,5,5,5,SG,P,S,I,C,20
5,5,5,5,5,CE,P,E,A,E,8
5,5,5,5,5,SS,P,R,A,E,30
4,4,4,4,3,BE,M,E,I,P,20
1,3,2,1,5,BI,P,E,A,R,12
5,5,5,5,5,SS,P,E,A,E,2
1,2,1,2,5,CE,M,S,I,C,12
5,5,5,5,5,BE,P,E,A,E,10
1,1,5,1,2,BI,P,E,A,R,20
5,5,5,5,1,BE,B,E,I,P,1
2,2,4,2,5,BI,M,E,A,R,13
4,3,4,5,5,BI,P,E,A,E,25
5,5,5,2,5,SS,P,E,G,R,1
3,2,3,2,5,PE,P,O,I,R,29
1,2,4,1,2,BP,P,E,I,P,18
5,5,5,4,5,QP,M,E,I,C,17
5,5,2,5,1,BE,M,E,I,C,22
5,5,5,5,0,CM,P,E,G,P,4
3,4,4,1,2,BP,P,E,I,C,4
5,5,5,5,5,CM,P,E,I,C,25
5,5,5,5,5,BE,P,E,A,E,8
5,5,5,2,2,SS,P,E,I,P,8
3,3,2,2,5,BI,M,E,A,C,3
2,5,2,1,2,GV,M,E,G,P,8
4,4,2,2,4,MR,P,E,A,R,10
5,5,5,2,3,BP,M,E,I,C,13
2,5,5,4,5,BP,M,E,I,C,10
4,5,5,2,5,BP,M,E,I,C,5
4,4,5,2,3,BA,P,E,A,R,10
1,1,2,1,2,BI,P,E,I,C,18
3,3,3,4,3,TH,M,E,I,P,4
1,2,2,1,1,PE,P,E,A,E,30
2,3,1,2,1,QP,M,E,I,P,2
5,5,5,5,3,BE,P,E,A,R,9
5,5,5,5,5,BI,P,E,I,R,10
5,5,1,5,5,BP,M,E,I,R,3
5,5,5,5,1,PE,P,E,I,R,7
5,5,5,2,3,CM,P,E,A,R,10
4,4,5,4,2,BE,P,E,A,R,10
2,2,2,2,1,QP,M,E,I,P,8
1,2,1,1,1,MR,M,E,I,P,10
3,3,4,2,3,BA,P,E,A,R,5
5,5,5,3,3,BP,P,E,I,R,26
5,5,5,3,5,CM,P,E,I,R,15
5,5,5,5,5,CE,P,R,A,E,20
1,1,5,1,2,QP,M,E,I,C,2
5,5,5,5,5,QP,M,E,I,P,22
1,2,1,1,3,PE,M,E,I,P,5
1,1,4,5,2,CM,P,E,A,E,19
2,3,2,5,1,EN,P,E,A,R,4
5,3,5,3,3,CE,M,I,A,S,2
1,2,5,1,1,CM,M,S,I,C,8
5,5,5,4,2,BP,P,E,I,P,18
2,2,2,1,4,BP,M,E,I,C,7
4,4,5,5,5,TH,P,E,A,E,20
5,5,5,5,3,BE,P,E,A,E,28
5,5,5,5,5,PE,M,E,I,P,25
5,5,5,4,5,CM,M,E,I,P,1
5,5,5,1,5,CE,M,E,A,E,8
2,3,5,1,1,EN,M,E,I,C,10
4,5,4,2,1,BI,P,E,A,P,14
4,3,5,5,2,PE,P,E,A,E,18
5,3,5,2,5,BE,P,E,A,E,25
1,1,2,1,2,CE,P,E,G,C,30
5,5,5,5,3,BA,P,E,A,R,28
2,2,3,2,2,CM,P,E,A,E,10
2,5,1,2,2,SR,M,E,I,C,15
1,1,2,1,1,QP,P,E,A,E,30
5,5,5,1,5,BI,P,E,G,R,15
5,5,5,4,5,GV,M,E,G,R,15
3,3,3,5,1,PE,N,R,G,C,1
5,5,5,2,5,BP,M,E,I,P,10
5,5,5,5,5,CM,P,E,G,R,25
2,1,5,1,2,TH,P,E,A,E,27
2,2,2,1,5,BI,P,E,A,C,14
5,5,5,5,1,SS,P,E,A,R,30
5,5,5,5,0,BE,P,E,A,R,8
2,3,3,4,3,BE,P,S,I,C,21
2,2,5,1,5,CM,M,E,G,R,4
3,2,2,2,4,PE,M,E,I,C,1
5,5,5,5,5,BI,P,R,A,P,30
5,5,5,5,5,QP,P,E,G,C,15
5,5,5,5,5,BE,P,S,I,P,15
1,1,5,1,2,BI,P,E,I,C,6
1,2,1,1,1,BE,P,R,A,E,46
5,5,5,4,5,CM,P,E,A,E,20
2,2,3,5,5,GV,B,E,G,R,1
1,2,3,5,1,BI,P,E,A,R,15
4,3,5,1,4,BE,P,E,A,E,9
3,3,3,2,1,MR,M,E,I,R,7
4,5,4,2,2,SS,P,E,A,E,8
5,5,2,4,5,SS,P,E,A,E,13
5,5,4,1,5,BI,M,E,G,C,1
2,3,4,1,4,BE,M,I,A,S,3
3,3,3,5,3,BI,P,E,A,E,5
4,3,3,3,5,SS,P,E,G,R,15
5,5,5,5,5,BI,P,S,A,C,14
2,2,5,2,5,SR,M,E,I,P,30
1,3,5,1,5,PE,M,E,I,P,12
5,5,5,5,5,BI,P,E,G,P,10
2,2,2,4,3,BP,P,E,I,P,25
3,3,3,4,3,CE,P,E,A,E,20
5,5,5,4,5,BP,M,E,I,P,16
5,5,2,2,5,BP,M,E,I,P,1
5,5,5,5,1,BE,P,E,G,P,2
1,1,5,1,1,BI,P,E,I,R,10
5,5,5,5,5,GV,P,E,G,R,21
4,5,5,4,5,PE,P,E,G,R,21
2,2,4,1,1,GV,P,E,G,P,20
1,3,1,3,3,PE,P,E,A,E,17
5,5,5,5,5,BI,P,E,I,R,1
5,5,5,4,5,BI,M,E,A,C,3
1,1,1,1,5,SS,P,E,A,E,1
5,5,5,5,1,SS,P,E,A,R,2
3,2,3,2,4,SS,P,E,A,E,2
1,5,5,2,5,QP,M,E,I,C,15
5,5,5,5,1,GV,B,E,G,R,3
5,5,5,5,5,BI,P,E,G,R,35
2,2,4,2,2,BP,M,E,I,R,10
1,1,1,1,5,PE,P,E,A,R,34
1,1,2,1,2,PE,P,E,A,E,25
1,1,2,1,1,BE,P,E,I,C,23
5,5,5,2,5,QP,M,E,I,C,15
2,2,5,1,2,BP,P,E,I,P,5
4,4,5,5,5,PE,P,E,I,C,10
1,1,4,1,4,BE,M,E,I,P,5
1,1,3,1,5,CM,M,E,I,R,2
5,3,5,5,3,BI,M,R,G,C,50
5,5,5,5,5,BI,P,E,A,R,15
5,5,5,5,5,SS,P,E,G,R,20
1,1,5,1,2,BP,P,U,I,P,7
5,5,5,5,2,CE,P,E,A,E,20
5,4,4,4,5,BP,M,E,I,P,5
5,4,5,5,3,BE,P,E,A,E,16
1,1,4,5,5,EN,P,R,A,E,48
5,5,5,5,3,BE,M,E,G,R,21
2,3,1,3,5,BE,B,E,I,R,2
5,4,2,4,2,GV,M,E,G,P,20
2,3,3,4,3,GV,P,E,G,R,20
5,4,5,3,5,BA,P,E,A,R,3
2,4,2,1,4,BI,P,E,G,R,12
1,2,1,1,2,TH,P,E,A,E,5
5,5,5,5,5,BE,P,E,I,C,20
2,2,2,2,4,SS,M,E,G,R,1
5,3,5,5,5,BE,M,R,G,R,25
5,5,5,5,3,BI,P,E,A,R,49
1,1,1,1,1,BE,P,E,G,R,15
5,3,5,1,1,BA,M,I,A,S,1
5,5,5,3,5,CM,M,E,A,C,17
1,1,1,1,1,BI,P,E,I,P,15
2,3,2,2,4,CM,M,E,G,R,16
2,2,5,5,1,EN,P,E,G,R,3
4,5,5,2,5,CM,P,E,A,C,3
5,5,5,5,3,BE,P,E,I,P,30
1,1,1,1,2,SR,P,E,G,C,16
3,4,2,2,2,BI,P,E,A,E,30
3,5,3,1,3,BI,P,E,G,R,15
5,5,5,5,5,SR,P,E,G,R,5
2,2,5,4,5,BI,P,E,I,P,28
5,2,3,2,4,EN,B,E,G,P,10
1,1,2,1,2,BP,P,E,I,C,20
1,5,5,2,5,BI,P,E,I,R,22
5,5,5,5,5,SS,P,E,A,E,30
1,2,1,2,5,MR,P,E,A,E,21
4,2,4,2,4,EN,P,E,A,R,9
5,5,5,3,3,CM,P,E,A,R,15
1,2,2,1,1,BP,P,E,I,C,19
2,2,4,5,1,BI,P,E,A,R,10
5,5,5,5,5,BA,P,E,A,R,5
0,0,5,5,0,SR,P,R,I,R,47
2,2,2,1,2,BI,P,E,A,E,20
5,5,5,5,4,SS,P,E,A,R,40
1,1,2,1,1,QP,P,E,I,C,25
5,5,5,5,5,SS,P,E,A,R,3
1,5,2,2,5,PE,M,E,I,C,9
1,1,5,1,1,PE,P,S,I,C,30
5,5,5,4,5,BI,P,E,A,R,18
2,1,2,4,2,PE,P,E,A,E,40
4,5,4,4,1,BA,P,E,A,R,12
1,5,2,1,5,PE,P,E,A,E,26
2,3,1,2,5,BE,P,E,A,R,4
3,3,4,4,2,BE,P,E,A,R,6
2,2,5,5,1,SR,M,S,I,C,33
5,5,5,5,5,BP,P,E,I,P,20
1,1,2,1,1,CM,M,E,I,C,21
